1:177,29,26
3:189,44.33333,32
3:192,47.66667,39
1:164,46.66667,41
2:158,45,55
1:104,44.66667,57
2:142,45.66667,65
1:162,44.33333,65
3:151,44.66667,66
1:110,54.33333,77
3:88,54.33333,90
3:126,55.66667,106
2:46,44.66667,109
3:81,63,126
3:162,50.33333,127
2:95,65.33334,131
0:95,65,136
2:88,62.66667,145
1:122,65,154
1:197,44.66667,154
1:176,49,163
1:179,48.66667,165
3:186,47,165
0:25,58,170
0:147,61.66667,171
0:91,56.66667,185
3:102,55.66667,185
3:149,54.66667,196
2:131,53.66667,197
1:148,54.33333,198
1:302,43.66667,37
0:296,43.66667,38
2:280,44,48
0:233,44,53
2:350,42.33333,66
2:339,43,79
2:391,40.66667,92
0:336,43,97
0:325,43.66667,98
3:301,44.33333,121
1:307,45,129
3:385,51.66667,131
3:318,47.66667,135
3:221,43.66667,137
3:234,43.66667,139
1:321,49.66667,142
2:296,45.66667,145
3:348,58.66667,146
1:325,51.66667,149
0:212,44,152
3:394,54,155
0:349,60.33333,160
2:262,44.33333,164
0:388,57.33333,166
0:253,44.66667,192
3:339,59.33333,193
2:304,48.33333,198
3:300,47.66667,199
0:310,49.66667,200
0:457,31,51
1:528,42.33333,77
3:426,41.66667,84
3:530,43.66667,89
2:509,44,90
1:521,43.66667,93
3:523,43.66667,106
2:411,41,107
2:532,39.66667,108
1:414,41.33333,113
2:507,43.33333,125
1:406,50.66667,130
0:428,46,134
0:421,47.66667,145
0:455,42,157
3:439,19,170
3:443,16.33333,171
3:741,27,36
1:789,26.33333,48
3:779,26.33333,66
0:747,30.66667,91
3:779,31.33333,98
1:747,30,106
3:765,32.33333,108
3:696,26.33333,112
0:782,34,117
3:768,34,126
3:799,35.66667,129
3:685,27.33333,139
3:688,27,139
3:665,27.66667,145
3:786,39,151
0:637,18.66667,157
0:710,34.33333,157
2:724,30.66667,169
2:689,30.33333,170
0:791,37.33333,174
1:653,28,176
3:691,37,181
2:732,37.33333,182
2:629,28.66667,187
0:761,37.33333,195
0:749,37.33333,196
3:964,29,49
2:822,26.66667,54
1:939,28.33333,58
2:817,27.66667,63
2:911,28.66667,64
1:999,33.66667,76
0:940,31.33333,82
2:998,34.33333,83
1:814,31.66667,93
3:904,32,93
1:872,36.66667,103
1:877,37.33333,103
2:833,34.66667,107
0:981,43.66667,118
2:868,36.33333,121
0:804,36,127
3:938,47,154
